subject;question;true;wrong1;wrong2;wrong3
Automobil;Welche Gefahr besteht bei alter Bremsflüssigkeit?;Dampfblasenbildung durch Wasseraufnahme;Das Öl wird zu dickflüssig;Die Bremsscheiben beginnen zu rosten;Der Bremskraftverstärker fällt mechanisch aus
Automobil;Was bewirkt die "Schleppmomentregelung" (MSR)?;Verhindert Blockieren der Räder beim abrupten Gaswegnehmen;Erhöht die Motorleistung beim Anfahren;Regelt die Anhängelast;Verkürzt den Schaltvorgang
Automobil;Was ist die Aufgabe eines Radlagers?;Reibungsarme Drehung des Rades auf der Achse;Dämpfung von Fahrbahnstößen;Messung der Geschwindigkeit;Befestigung der Felge
Automobil;Wozu dient die Zylinderabschaltung?;Kraftstoffersparnis durch Stilllegen von Zylindern im Teillastbereich;Schutz des Motors vor Überhitzung;Erhöhung des Drehmoments beim Beschleunigen;Reduzierung der Geräuschentwicklung im Stand
Automobil;Was erkennt der Totwinkel-Assistent?;Fahrzeuge im nicht einsehbaren Bereich neben dem Auto;Hindernisse beim Rückwärtsfahren;Ölflecken auf der Fahrbahn;Zu geringen Reifendruck
Automobil;Was ist ein "Matrix-LED-Licht"?;System, das gezielt Bereiche des Fernlichts ausblendet;Licht, das die Farbe wechseln kann;Scheinwerfer ohne Gehäuse;Besonders stromsparende Blinkleuchten
Automobil;Welche Aufgabe hat der Verdampfer in der Klimaanlage?;Entzieht der Innenraumluft Wärme;Verflüssigt das gasförmige Kältemittel;Reinigt die angesaugte Luft;Erzeugt den Druck für das System
Automobil;Was ist der "Kick-down" beim Automatikgetriebe?;Zurückschalten in den kleinstmöglichen Gang für maximale Beschleunigung;Vollbremsung durch das Getriebesystem;Ausschalten des Motors beim Ausrollen;Parkstellung bei laufendem Motor
Automobil;Was ist die "unbesprungene Masse"?;Gewicht von Rädern, Bremsen und Teilen der Achse;Gewicht der Passagiere und Ladung;Gewicht des Motors und Getriebes;Das Leergewicht des Fahrzeugs ohne Benzin
Automobil;Was verhindert ein Freilauf an der Lichtmaschine?;Übertragung von Drehzahlschwankungen des Motors;Das Entladen der Batterie im Stand;Funkenbildung bei hoher Drehzahl;Überhitzung des Generators
Automobil;Was ist die Aufgabe der Kurbelgehäuseentlüftung?;Rückführung von Durchblasegasen in den Ansaugtrakt;Kühlung des Kurbelgehäuses;Messung des Ölstands;Zufuhr von Frischluft zum Öl
Automobil;Was gibt der Lastindex eines Reifens an?;Die maximal zulässige Tragfähigkeit pro Reifen;Den empfohlenen Luftdruck;Die maximale Profiltiefe;Das Gewicht der Felge
Automobil;Wofür wird ein Drehmomentschlüssel verwendet?;Zum Festziehen von Schrauben mit exakter Kraft;Zum Messen der Motorleistung;Zum Einstellen der Spur;Zum Lösen festgerosteter Muttern
Automobil;Was ist die Hauptaufgabe des Luftfahrwerks?;Konstante Fahrzeughöhe unabhängig von der Beladung;Einsparung von Reifenverschleiß;Erhöhung der maximalen Geschwindigkeit;Kühlung der Bremsanlage
Automobil;Was ist ein "Hydrostößel"?;Bauteil zum automatischen Ausgleich des Ventilspiels;Ein hydraulischer Stoßdämpfer;Ein Sensor für den Wasserstand;Ein Teil der Servolenkung
Automobil;Was ist ein Partikelsensor?;Misst die Rußkonzentration im Abgasstrom;Erkennt Staub im Innenraum;Überwacht den Pollenfilter;Prüft die Qualität des Motoröls
Automobil;Was ist die Aufgabe des Nox-Speicherkatalysators?;Zwischenspeicherung und Reduktion von Stickoxiden;Filterung von Rußpartikeln;Umwandlung von CO2 in Sauerstoff;Kühlung der Abgase
Automobil;Welche Funktion hat die elektromechanische Lenkung?;Lenkunterstützung durch einen Elektromotor;Lenken per Fernbedienung;Automatisches Ausweichen bei Gefahr;Elektrisches Blockieren der Räder
Automobil;Was ist "Torque Vectoring"?;Gezielte Kraftverteilung auf einzelne Räder zur Stabilität;Die Messung des Drehmoments im Getriebe;Ein System zum Spritsparen;Die Erhöhung der Drehzahl beim Schalten
Automobil;Was ist die "Spreizung" bei einem Getriebe?;Verhältnis zwischen größtem und kleinstem Gang;Der Abstand zwischen den Zahnrädern;Die Breite des Getriebegehäuses;Die maximale Belastbarkeit in Nm
Automobil;Wozu dient der Klopfsensor?;Erkennt unkontrollierte Verbrennungsvorgänge im Zylinder;Prüft, ob jemand an die Scheibe klopft;Misst die Vibrationen der Radlager;Überwacht das Einrasten der Türen
Automobil;Was ist die Aufgabe der Sekundärluftpumpe?;Einblasen von Luft nach dem Kaltstart zur Kat-Aufheizung;Kühlung des Turboladers;Zusätzliche Luft für den Innenraum;Druckaufbau für das Bremssystem
Automobil;Was ist ein "Double-Wishbone-Fahrwerk"?;Eine Radaufhängung mit zwei Dreieckslenkern;Ein Fahrwerk mit doppelten Stoßdämpfern;Eine Achse für Zwillingsbereifung;Ein System für Allradlenkung
Automobil;Was ist der Vorteil einer Keramik-Bremse?;Hohe Standfestigkeit bei extremen Temperaturen;Sehr geringe Anschaffungskosten;Kürzerer Bremsweg bei Glatteis;Muss niemals gewechselt werden
Automobil;Was ist ein "Head-Up Display" (HUD)?;Projektion von Fahrdaten in das Sichtfeld des Fahrers;Ein Bildschirm im Dachhimmel;Ein Spiegel mit eingebauter Kamera;Ein Display für den Beifahrer
Automobil;Wozu dient das Reifendruckkontrollsystem (RDKS)?;Warnung vor Druckverlust während der Fahrt;Automatisches Aufpumpen der Reifen;Messung der Profiltiefe;Anzeige der Reifentemperatur im Winter
Automobil;Was ist ein "Notbremsassistent"?;System, das bei Kollisionsgefahr selbstständig bremst;Ein Hebel für die Beifahrerseite;Eine verstärkte Handbremse;Ein System, das nur bei Glätte funktioniert
Automobil;Was bewirkt die Abgasrückführung (AGR)?;Senkung der Stickoxid-Emissionen;Erhöhung des Sauerstoffanteils im Zylinder;Reinigung des Endschalldämpfers;Kühlung des Motoröls
Automobil;Was ist die "Lichtverteilung" beim Fernlichtassistenten?;Automatisches Aussparen des Gegenverkehrs;Wechsel zwischen Gelb- und Weißlicht;Anpassung der Helligkeit an die Musik;Verteilung des Lichts in den Innenraum
Automobil;Was beschreibt die "Nennkapazität" einer E-Auto-Batterie?;Die gesamte speicherbare Energiemenge in kWh;Die maximale Ladegeschwindigkeit;Die Anzahl der Batteriezellen;Die Garantiezeit des Akkus
Automobil;Was ist ein "Range Extender"?;Ein Verbrennungsmotor, der Strom für ein E-Auto erzeugt;Ein Gerät zur Erhöhung der Funkreichweite;Ein spezieller Windabweiser;Eine besonders große Antenne
Automobil;Was ist die Aufgabe eines Ladeluftkühlers?;Temperatursenkung der verdichteten Luft für mehr Sauerstoff;Kühlung des Getriebeöls;Heizung des Innenraums;Schutz des Motors vor Frost
Automobil;Was ist ein "Differentialgetriebe"?;Bauteil zum Ausgleich von Wegunterschieden in Kurven;Ein Getriebe mit nur einem Gang;Ein Teil der Klimaanlage;Ein Sensor für den Reifendruck
Automobil;Was ist die "Viskokupplung"?;Kupplung, die Kraft über eine zähe Flüssigkeit überträgt;Ein mechanisches Seilzugsystem;Eine Kupplung für Wasserpumpen;Ein spezieller Verschluss für den Öltank
Automobil;Was bewirkt die "variable Turbinengeometrie" (VTG)?;Optimierung des Ansprechverhaltens des Turboladers;Veränderung des Hubraums während der Fahrt;Kühlung der Abgase durch Wasser;Verstellung der Zündzeitpunkte
Automobil;Was ist ein "Schwingungsdämpfer" am Motor?;Bauteil an der Kurbelwelle zur Laufruhe;Ein Teil der Radaufhängung;Eine Gummimatte unter der Haube;Ein Schalldämpfer im Auspuff
Automobil;Was ist die Aufgabe des Expansionsbehälters?;Aufnahme von sich ausdehnendem Kühlmittel;Speicherung von Reserve-Kraftstoff;Sammeln von Kondenswasser der Klima;Puffer für das Scheibenwaschwasser
Automobil;Was ist der "Radstand"?;Abstand zwischen den Mitten der Vorder- und Hinterachse;Der Durchmesser eines Rades;Die Breite des Fahrzeugs;Der maximale Lenkeinschlag
Automobil;Was bedeutet "Untersteuern"?;Das Fahrzeug schiebt über die Vorderräder zum Kurvenaußenrand;Das Heck des Fahrzeugs bricht aus;Die Lenkung ist zu leichtgängig;Der Motor hat zu wenig Leistung
Automobil;Was bedeutet "Übersteuern"?;Das Heck des Fahrzeugs bricht nach außen aus;Die Vorderachse verliert die Haftung;Das Fahrzeug bremst automatisch ab;Die Lenkung reagiert verzögert
Automobil;Wozu dient eine "Domstrebe"?;Versteifung der Karosserie zwischen den Federbeindomen;Befestigung für einen Dachgepäckträger;Verbindung der beiden Auspuffrohre;Halterung für die Motorhaube
Automobil;Was ist ein "Hybrid-Antrieb"?;Kombination aus zwei verschiedenen Antriebsquellen;Ein Motor, der zwei Kraftstoffe mischt;Ein Fahrzeug mit Pedalen und Motor;Ein Auto mit zwei Getrieben
Automobil;Was ist die Aufgabe der "Lambdaregelung"?;Einhaltung des idealen Mischungsverhältnisses von Luft/Kraftstoff;Kühlung des Katalysators;Messung der Außenluftqualität;Regelung der Fahrgeschwindigkeit
Automobil;Was ist ein "Zweimassenschwungrad"?;Bauteil zur Entkopplung von Motorschwingungen vom Getriebe;Ein Schwungrad für zwei Motoren;Ein Ersatz für die Kupplungsscheibe;Ein Gewicht am Ende der Achse
Automobil;Was ist die Funktion des "Bremskraftverstärkers"?;Erhöhung des Pedaldrucks durch Unterdruck oder Elektrohydraulik;Automatisches Bremsen bei Hindernissen;Verhinderung des Blockierens der Räder;Kühlung der Bremsflüssigkeit
Automobil;Was beschreibt der "Wärmewert" einer Zündkerze?;Die Fähigkeit, Wärme aus dem Brennraum abzuführen;Die maximale Temperatur des Zündfunkens;Die Heizleistung für den Kaltstart;Die Schmelztemperatur des Isolators
Automobil;Was ist eine "Trockensumpfschmierung"?;Ölschmierung mit separatem Öltank für extreme Schräglagen;Ein Motorlauf ohne jegliches Öl;Die Schmierung durch Öldämpfe;Ein System für wassergekühlte Motoren
Automobil;Was ist die Aufgabe des "Flankenschutzes"?;Verstärkungen in den Türen gegen Seitenaufprall;Ein spezielles Profil am Reifenrand;Ein Schutzgitter vor den Scheinwerfern;Eine Gummileiste an der Stoßstange
Automobil;Was ist ein "Torsen-Differential"?;Ein selbstsperrendes mechanisches Ausgleichsgetriebe;Ein Getriebe für Elektrofahrräder;Ein Sensor für das Drehmoment;Ein Differential mit nur zwei Zahnrädern
Automobil;Was ist die Aufgabe der "Leuchtweitenregulierung"?;Anpassung des Lichtkegels an den Beladungszustand;Umschalten zwischen Tag- und Nachtlicht;Reinigung der Scheinwerfergläser;Veränderung der Lichtfarbe
Automobil;Was bewirkt eine "Zylinderkopfbearbeitung"?;Verbesserung des Gaswechsels zur Leistungssteigerung;Reinigung der Ventile von Ruß;Abdichten einer defekten Dichtung;Lackierung des Motors
Automobil;Was ist die "Hinterachslenkung"?;System, bei dem die Hinterräder leicht mitlenken;Manuelles Lenken der Hinterachse beim Abschleppen;Eine Starrachse ohne Gelenke;Ein Defekt an der Aufhängung
Automobil;Was ist "AdBlue"?;Harnstofflösung zur Reduktion von Stickoxiden;Ein Zusatz für mehr Motorleistung;Ein Reinigungsmittel für die Scheiben;Ein Frostschutzmittel für den Kühler
Automobil;Was ist die Aufgabe eines "Ladedrucksensors"?;Messung des aktuellen Drucks im Ansaugtrakt;Überwachung des Öldrucks im Turbo;Regelung der Benzinpumpe;Messung der Außentemperatur
