subject;question;true;wrong1;wrong2;wrong3
Essen;Wie bezeichnet man das Garen von Fisch in einem aromatisierten Sud?;Pochieren;Sieden;Backen;Braten
Essen;Welche Zutat ist die Basis für die italienische Polenta?;Maisgrieß;Reis;Weizen;Gerste
Essen;Wie nennt man das Formen von Kartoffelpüree zu kleinen Bällchen?;Kroketten;Nocken;Klöße;Taler
Essen;Welcher Zucker wird aus Zuckerrüben oder Zuckerrohr gewonnen?;Saccharose;Fruktose;Glukose;Laktose
Essen;Wie nennt man das Einlegen von Gemüse in Essig oder Salzlake?;Fermentieren;Pökeln;Beizen;Kandieren
Essen;Welches Gewürz wird aus den Samenkapseln einer Orchidee gewonnen?;Vanille;Pfeffer;Piment;Anis
Essen;Wie bezeichnet man das Backen ohne Füllung bei einem Tortenboden?;Blindbacken;Vorgaren;Trocknen;Rösten
Essen;Welche Zutat macht eine Mousse au Chocolat fest?;Kakaobutter und Ei;Zucker;Milch;Mehl
Essen;Wie nennt man die kleinen, gefüllten Teigtaschen der italienischen Küche?;Ravioli;Tortellini;Gnocchi;Penne
Essen;Welches Land ist berühmt für die Herstellung von Ahornsirup?;Kanada;USA;Russland;Schweden
Essen;Wie nennt man das Häuten von Tomaten nach kurzem Überbrühen?;Abziehen;Schälen;Pellieren;Filetieren
Essen;Welche Zutat ist für die Schärfe in Meerrettich verantwortlich?;Senföle;Capsaicin;Piperin;Allicin
Essen;Wie bezeichnet man die Zubereitung von Fleisch im eigenen Saft und Fett?;Schmoren;Dünsten;Dämpfen;Sieden
Essen;Welches Mehl hat die Type 405?;Weizenmehl;Roggenmehl;Dinkelmehl;Vollkornmehl
Essen;Wie nennt man das Bestreichen von Fleisch mit Bratenflüssigkeit während des Garens?;Arrosieren;Glasieren;Marinieren;Spicken
Essen;Welche Frucht ist die Hauptzutat für die Herstellung von Weinbrand?;Traube;Apfel;Kirsche;Pflaume
Essen;Wie nennt man die Kombination aus Mehl und Fett zum Binden von Saucen?;Mehlschwitze;Legierung;Emulsion;Panade
Essen;Welches Gewürz wird aus dem getrockneten Samen der Muskatfrucht gewonnen?;Muskatnuss;Muskatblüte;Nelke;Piment
Essen;Wie bezeichnet man das Zerdrücken von gekochten Kartoffeln?;Stampfen;Pürieren;Passieren;Hacken
Essen;Welche Zutat ist für die Gärung bei der Brotherstellung verantwortlich?;Hefe;Salz;Zucker;Mehl
Essen;Wie nennt man das Braten in einer Pfanne mit sehr wenig Fett?;Sautieren;Frittieren;Backen;Rösten
Essen;Welche Nuss wird für die Herstellung von Pralinen-Nougat verwendet?;Haselnuss;Walnuss;Erdnuss;Mandel
Essen;Wie bezeichnet man das Garen von Obst in Zuckersirup?;Pochieren;Kandieren;Glasieren;Einmachen
Essen;Welches Land erfand das Gericht "Fish and Chips"?;Großbritannien;Irland;USA;Australien
Essen;Wie nennt man das Zerkleinern von Kräutern mit einem Wiegemesser?;Wiegen;Hacken;Schneiden;Zupfen
Essen;Welche Zutat verleiht dem Eierlikör seine gelbe Farbe?;Eigelb;Zitronenschale;Safran;Kurkuma
Essen;Wie bezeichnet man das schnelle Garen im Wok?;Pfannenrühren;Dünsten;Schmoren;Sieden
Essen;Welche Fischart ist für die Herstellung von echtem Kaviar bekannt?;Stör;Lachs;Forelle;Hecht
Essen;Wie nennt man das Mischen von Butter und Mehl im kalten Zustand?;Mehlbutter;Mehlschwitze;Legierung;Panade
Essen;Wie bezeichnet man das Garnieren von Speisen mit Kräutern?;Bestreuen;Anrichten;Dressieren;Dekorieren
Essen;Welche Zutat ist die Basis für ein klassisches Omelett?;Eier;Mehl;Milch;Käse
Essen;Wie bezeichnet man das Einritzen der Haut bei Entenbrust?;Einschneiden;Dressieren;Spicken;Sutieren
Essen;Welche Zutat ist essenziell für eine klassische Vinaigrette?;Essig und Öl;Sahne;Eigelb;Senf
Essen;Wie nennt man das Rollen von Fleischscheiben mit einer Füllung?;Roulade;Involtini;Paupiette;Mantel
Essen;Welches Land ist für die Herstellung von Feta-Käse geschützt?;Griechenland;Türkei;Bulgarien;Zypern
Essen;Wie bezeichnet man das Garen von Teigwaren in reichlich Salzwasser?;Kochen;Sieden;Pochieren;Dünsten
Essen;Welche Zutat verleiht dem Lakritz seinen typischen Geschmack?;Süßholzwurzel;Anis;Fenchel;Kümmel
Essen;Wie nennt man das Entfernen der Schale bei Zitrusfrüchten ohne das Weiße?;Zesten schneiden;Schälen;Häuten;Pellen
Essen;Welche Frucht wird für die Herstellung von Slivovitz verwendet?;Pflaume;Kirsche;Apfel;Birne
Essen;Wie bezeichnet man das Binden von Suppen mit Sahne und Eigelb?;Legieren;Montieren;Passieren;Reduzieren
Essen;Welche Zutat ist charakteristisch für ein ungarisches Gulasch?;Paprikapulver;Curry;Pfeffer;Majoran
Essen;Wie nennt man das Pressen von Trauben zur Saftgewinnung?;Keltern;Maischen;Gären;Filtrieren
Essen;Welches Fleisch wird traditionell für "Coq au Vin" verwendet?;Hahn;Rind;Schwein;Lamm
Essen;Wie bezeichnet man das Formen von Fleischteig zu kleinen Kugeln?;Klößchen;Frikadellen;Taler;Nocken
Essen;Welche Zutat ist die Basis für die japanische Miso-Paste?;Fermentierte Sojabohnen;Reis;Weizen;Fisch
Essen;Wie nennt man das kurze Eintauchen von Pfirsichen in kochendes Wasser?;Blanchieren;Sieden;Pochieren;Dünsten
Essen;Welche Nussart wird für die Herstellung von Marzipan verwendet?;Mandel;Haselnuss;Walnuss;Cashew
Essen;Wie bezeichnet man das langsame Garen von Fleisch bei niedriger Temperatur?;Niedrigtemperaturgaren;Schmoren;Sieden;Dämpfen
Essen;Welches Land ist für seine Tajine-Gerichte bekannt?;Marokko;Tunesien;Ägypten;Türkei
Essen;Wie nennt man das Verzieren von Torten mit Sahnetupfern?;Dressieren;Spritzen;Garnieren;Tupfen
Essen;Welche Zutat ist für die Bindung einer Sauce Hollandaise nötig?;Eigelb;Stärke;Mehl;Sahne
Essen;Wie bezeichnet man das Einlegen von Hering in eine saure Marinade?;Marinieren;Beizen;Pökeln;Räuchern
Essen;Welches Gewürz wird aus den getrockneten Beeren des Strauches "Piper nigrum" gewonnen?;Pfeffer;Piment;Wacholder;Nelke
Essen;Wie nennt man das Trennen von Fett und Flüssigkeit bei einer Sauce?;Scheiden;Brechen;Gerinnen;Emulgieren
Essen;Welche Zutat ist die Basis für das Dessert "Panna Cotta"?;Sahne;Milch;Joghurt;Quark
Essen;Wie bezeichnet man das Garen von Fleisch im Ofen bei trockener Hitze?;Braten;Backen;Rösten;Schmoren
Essen;Welches Gemüse bildet die Basis für die italienische Minestrone?;Gemischtes Saisongemüse;Nur Tomaten;Nur Kartoffeln;Nur Bohnen
Essen;Welche Zutat ist für die Schärfe in Wasabi verantwortlich?;Isothiocyanate;Capsaicin;Piperin;Allicin
Essen;Wie bezeichnet man das Zerlegen eines ganzen Fisches in Filets?;Filetieren;Tranchieren;Schuppen;Ausbeinen
Essen;Wie nennt man das Aufgehen von Hefeteig an einem warmen Ort?;Gehenlassen;Gären;Quellen;Reifen
Essen;Welche Zutat ist für die rote Farbe der Borscht-Suppe verantwortlich?;Rote Bete;Tomaten;Paprika;Rinderblut
Essen;Welches Kraut ist der Hauptbestandteil der Frankfurter Grünen Soße?;Borretsch;Basilikum;Rosmarin;Thymian
Essen;Wie nennt man das Entfernen von Gräten aus einem Fischfilet?;Entgräten;Zupfen;Putzen;Häuten
Essen;Welche Zutat ist die Basis für die französische Aioli?;Knoblauch und Öl;Sahne;Tomaten;Senf
Essen;Welches Gewürz wird oft als "falscher Safran" bezeichnet?;Saflor;Kurkuma;Paprika;Saftladen
Essen;Wie nennt man das Blanchieren von Mandeln zum Entfernen der Haut?;Abziehen;Schälen;Pellen;Putz
Essen;Welche Zutat macht den Teig für Pasta besonders elastisch?;Gluten;Stärke;Fett;Zucker
Essen;Wie bezeichnet man das Einlegen von Fleisch in Pökelsalz?;Pökeln;Salzen;Beizen;Marinieren
Essen;Welches Land ist für seine "Meze"-Vorspeisen bekannt?;Türkei;Deutschland;Frankreich;Großbritannien
Essen;Wie nennt man das Kochen von Zucker bis er braun wird?;Karamellisieren;Schmelzen;Brennen;Rösten
Essen;Welche Zutat ist essenziell für ein klassisches Basilikum-Pesto?;Pinienkerne;Walnüsse;Haselnüsse;Erdnüsse
Essen;Wie bezeichnet man das Garen von Speisen im eigenen Dampf?;Dünsten;Dämpfen;Sieden;Pochieren
Essen;Welches Gewürz wird aus der Frucht eines Kletterstrauches gewonnen?;Pfeffer;Zimt;Nelke;Ingwer
Essen;Wie nennt man das Verzieren von Tellern mit Saucenspiegeln?;Anrichten;Garnieren;Spiegeln;Dressieren
